#Top: chaos_fifo   Floorplan: rtl_1   Part: xcvu9p-flga2104-2L-e
#Generated by: RISHIK NAIR   on: Sun Nov 30 18:39:38 2025
#Build: Vivado v2018.2   by: xbuild   on: Thu Jun 14 20:03:12 MDT 2018
#Package Version: PRODUCTION 1.1 3/7/2017
#Package Pin Delay Version: PRODUCTION 1.0 2/19/2016

################################################################################
#INVALID / INCOMPLETE PINOUT
#There are 33 unassigned signals in this design. The last 33 rows of this file list these signals.
################################################################################

#The following package pin(s) are connected to master PCIE reset pins, and #    should be tied off to a 1.8V standard - 
IO Bank,Pin Number,Site,Site Type,Min Trace Delay (ps),Max Trace Delay (ps),Prohibit,Interface,Signal Name,Direction,DiffPair Type,DiffPair Signal,IO Standard,Drive (mA),Slew Rate,OUTPUT_IMPEDANCE,PRE_EMPHASIS,LVDS_PRE_EMPHASIS,EQUALIZATION,Pull Type,DQS_BIAS,DIFF_TERM,OFFCHIP_TERM,Board Signal,Board Voltage,ODT
127,L45,GTYE4_CHANNEL_X0Y32,MGTYRXP0_127,149.482,150.985,,,,,,,,,,,,,,,,,,,,
127,H43,GTYE4_CHANNEL_X0Y32,MGTYTXN0_127,144.491,145.944,,,,,,,,,,,,,,,,,,,,
127,H42,GTYE4_CHANNEL_X0Y32,MGTYTXP0_127,144.449,145.901,,,,,,,,,,,,,,,,,,,,
127,N41,GTYE4_COMMON_X0Y8,MGTREFCLK1N_127,109.913,111.018,,,,,,,,,,,,,,,,,,,,
127,N40,GTYE4_COMMON_X0Y8,MGTREFCLK1P_127,110.017,111.123,,,,,,,,,,,,,,,,,,,,
127,J46,GTYE4_CHANNEL_X0Y33,MGTYRXN1_127,157.622,159.206,,,,,,,,,,,,,,,,,,,,
127,J45,GTYE4_CHANNEL_X0Y33,MGTYRXP1_127,157.615,159.199,,,,,,,,,,,,,,,,,,,,
127,F43,GTYE4_CHANNEL_X0Y33,MGTYTXN1_127,152.652,154.186,,,,,,,,,,,,,,,,,,,,
127,F42,GTYE4_CHANNEL_X0Y33,MGTYTXP1_127,152.743,154.279,,,,,,,,,,,,,,,,,,,,
127,G46,GTYE4_CHANNEL_X0Y34,MGTYRXN2_127,161.825,163.452,,,,,,,,,,,,,,,,,,,,
127,G45,GTYE4_CHANNEL_X0Y34,MGTYRXP2_127,161.921,163.548,,,,,,,,,,,,,,,,,,,,
127,D43,GTYE4_CHANNEL_X0Y34,MGTYTXN2_127,163.659,165.304,,,,,,,,,,,,,,,,,,,,
127,D42,GTYE4_CHANNEL_X0Y34,MGTYTXP2_127,163.618,165.263,,,,,,,,,,,,,,,,,,,,
127,E46,GTYE4_CHANNEL_X0Y35,MGTYRXN3_127,167.662,169.347,,,,,,,,,,,,,,,,,,,,
127,E45,GTYE4_CHANNEL_X0Y35,MGTYRXP3_127,167.656,169.341,,,,,,,,,,,,,,,,,,,,
127,B43,GTYE4_CHANNEL_X0Y35,MGTYTXN3_127,173.286,175.027,,,,,,,,,,,,,,,,,,,,
127,B42,GTYE4_CHANNEL_X0Y35,MGTYTXP3_127,173.377,175.120,,,,,,,,,,,,,,,,,,,,
224,AR8,GTYE4_COMMON_X1Y5,MGTREFCLK0N_224,88.811,89.703,,,,,,,,,,,,,,,,,,,,
224,AR9,GTYE4_COMMON_X1Y5,MGTREFCLK0P_224,88.716,89.608,,,,,,,,,,,,,,,,,,,,
224,BB1,GTYE4_CHANNEL_X1Y20,MGTYRXN0_224,157.384,158.965,,,,,,,,,,,,,,,,,,,,
224,BB2,GTYE4_CHANNEL_X1Y20,MGTYRXP0_224,157.377,158.959,,,,,,,,,,,,,,,,,,,,
224,BE4,GTYE4_CHANNEL_X1Y20,MGTYTXN0_224,155.221,156.781,,,,,,,,,,,,,,,,,,,,
224,BE5,GTYE4_CHANNEL_X1Y20,MGTYTXP0_224,155.313,156.874,,,,,,,,,,,,,,,,,,,,
224,AN8,GTYE4_COMMON_X1Y5,MGTREFCLK1N_224,83.003,83.837,,,,,,,,,,,,,,,,,,,,
224,AN9,GTYE4_COMMON_X1Y5,MGTREFCLK1P_224,82.911,83.744,,,,,,,,,,,,,,,,,,,,
224,AY1,GTYE4_CHANNEL_X1Y21,MGTYRXN1_224,157.656,159.240,,,,,,,,,,,,,,,,,,,,
224,AY2,GTYE4_CHANNEL_X1Y21,MGTYRXP1_224,157.752,159.337,,,,,,,,,,,,,,,,,,,,
224,BC4,GTYE4_CHANNEL_X1Y21,MGTYTXN1_224,148.536,150.029,,,,,,,,,,,,,,,,,,,,
224,BC5,GTYE4_CHANNEL_X1Y21,MGTYTXP1_224,148.495,149.987,,,,,,,,,,,,,,,,,,,,
224,AV1,GTYE4_CHANNEL_X1Y22,MGTYRXN2_224,145.483,146.945,,,,,,,,,,,,,,,,,,,,
224,AV2,GTYE4_CHANNEL_X1Y22,MGTYRXP2_224,145.476,146.938,,,,,,,,,,,,,,,,,,,,
224,BA4,GTYE4_CHANNEL_X1Y22,MGTYTXN2_224,143.155,144.594,,,,,,,,,,,,,,,,,,,,
224,BA5,GTYE4_CHANNEL_X1Y22,MGTYTXP2_224,143.246,144.686,,,,,,,,,,,,,,,,,,,,
224,AT1,GTYE4_CHANNEL_X1Y23,MGTYRXN3_224,140.086,141.494,,,,,,,,,,,,,,,,,,,,
224,AT2,GTYE4_CHANNEL_X1Y23,MGTYRXP3_224,140.182,141.591,,,,,,,,,,,,,,,,,,,,
224,AW4,GTYE4_CHANNEL_X1Y23,MGTYTXN3_224,138.222,139.611,,,,,,,,,,,,,,,,,,,,
224,AW5,GTYE4_CHANNEL_X1Y23,MGTYTXP3_224,138.222,139.611,,,,,,,,,,,,,,,,,,,,
225,AL8,GTYE4_COMMON_X1Y6,MGTREFCLK0N_225,76.514,77.283,,,,,,,,,,,,,,,,,,,,
225,AL9,GTYE4_COMMON_X1Y6,MGTREFCLK0P_225,76.424,77.192,,,,,,,,,,,,,,,,,,,,
225,AP1,GTYE4_CHANNEL_X1Y24,MGTYRXN0_225,132.575,133.908,,,,,,,,,,,,,,,,,,,,
225,AP2,GTYE4_CHANNEL_X1Y24,MGTYRXP0_225,132.569,133.902,,,,,,,,,,,,,,,,,,,,
225,AU4,GTYE4_CHANNEL_X1Y24,MGTYTXN0_225,131.611,132.933,,,,,,,,,,,,,,,,,,,,
225,AU5,GTYE4_CHANNEL_X1Y24,MGTYTXP0_225,131.701,133.025,,,,,,,,,,,,,,,,,,,,
225,AJ8,GTYE4_COMMON_X1Y6,MGTREFCLK1N_225,72.318,73.045,,,,,,,,,,,,,,,,,,,,
225,AJ9,GTYE4_COMMON_X1Y6,MGTREFCLK1P_225,72.225,72.951,,,,,,,,,,,,,,,,,,,,
225,AM1,GTYE4_CHANNEL_X1Y25,MGTYRXN1_225,126.146,127.414,,,,,,,,,,,,,,,,,,,,
225,AM2,GTYE4_CHANNEL_X1Y25,MGTYRXP1_225,126.241,127.510,,,,,,,,,,,,,,,,,,,,
225,AT6,GTYE4_CHANNEL_X1Y25,MGTYTXN1_225,113.943,115.088,,,,,,,,,,,,,,,,,,,,
225,AT7,GTYE4_CHANNEL_X1Y25,MGTYTXP1_225,113.902,115.047,,,,,,,,,,,,,,,,,,,,
225,AK1,GTYE4_CHANNEL_X1Y26,MGTYRXN2_225,121.950,123.175,,,,,,,,,,,,,,,,,,,,
225,AK2,GTYE4_CHANNEL_X1Y26,MGTYRXP2_225,121.942,123.168,,,,,,,,,,,,,,,,,,,,
225,AR4,GTYE4_CHANNEL_X1Y26,MGTYTXN2_225,126.323,127.592,,,,,,,,,,,,,,,,,,,,
225,AR5,GTYE4_CHANNEL_X1Y26,MGTYTXP2_225,126.414,127.684,,,,,,,,,,,,,,,,,,,,
225,AJ3,GTYE4_CHANNEL_X1Y27,MGTYRXN3_225,103.964,105.009,,,,,,,,,,,,,,,,,,,,
225,AJ4,GTYE4_CHANNEL_X1Y27,MGTYRXP3_225,104.060,105.106,,,,,,,,,,,,,,,,,,,,
225,AP6,GTYE4_CHANNEL_X1Y27,MGTYTXN3_225,108.623,109.715,,,,,,,,,,,,,,,,,,,,
225,AP7,GTYE4_CHANNEL_X1Y27,MGTYTXP3_225,108.622,109.714,,,,,,,,,,,,,,,,,,,,
226,AG8,GTYE4_COMMON_X1Y7,MGTREFCLK0N_226,66.612,67.281,,,,,,,,,,,,,,,,,,,,
226,AG9,GTYE4_COMMON_X1Y7,MGTREFCLK0P_226,66.890,67.563,,,,,,,,,,,,,,,,,,,,
226,AH1,GTYE4_CHANNEL_X1Y28,MGTYRXN0_226,114.156,115.303,,,,,,,,,,,,,,,,,,,,
226,AH2,GTYE4_CHANNEL_X1Y28,MGTYRXP0_226,114.149,115.296,,,,,,,,,,,,,,,,,,,,
226,AN4,GTYE4_CHANNEL_X1Y28,MGTYTXN0_226,121.621,122.843,,,,,,,,,,,,,,,,,,,,
226,AN5,GTYE4_CHANNEL_X1Y28,MGTYTXP0_226,121.712,122.935,,,,,,,,,,,,,,,,,,,,
226,AE8,GTYE4_COMMON_X1Y7,MGTREFCLK1N_226,65.715,66.375,,,,,,,,,,,,,,,,,,,,
226,AE9,GTYE4_COMMON_X1Y7,MGTREFCLK1P_226,65.845,66.507,,,,,,,,,,,,,,,,,,,,
226,AG3,GTYE4_CHANNEL_X1Y29,MGTYRXN1_226,98.684,99.675,,,,,,,,,,,,,,,,,,,,
226,AG4,GTYE4_CHANNEL_X1Y29,MGTYRXP1_226,98.780,99.773,,,,,,,,,,,,,,,,,,,,
226,AM6,GTYE4_CHANNEL_X1Y29,MGTYTXN1_226,103.711,104.753,,,,,,,,,,,,,,,,,,,,
226,AM7,GTYE4_CHANNEL_X1Y29,MGTYTXP1_226,103.668,104.710,,,,,,,,,,,,,,,,,,,,
226,AF1,GTYE4_CHANNEL_X1Y30,MGTYRXN2_226,111.801,112.924,,,,,,,,,,,,,,,,,,,,
226,AF2,GTYE4_CHANNEL_X1Y30,MGTYRXP2_226,111.794,112.917,,,,,,,,,,,,,,,,,,,,
226,AK6,GTYE4_CHANNEL_X1Y30,MGTYTXN2_226,92.246,93.173,,,,,,,,,,,,,,,,,,,,
226,AK7,GTYE4_CHANNEL_X1Y30,MGTYTXP2_226,92.337,93.265,,,,,,,,,,,,,,,,,,,,
226,AE3,GTYE4_CHANNEL_X1Y31,MGTYRXN3_226,96.328,97.296,,,,,,,,,,,,,,,,,,,,
226,AE4,GTYE4_CHANNEL_X1Y31,MGTYRXP3_226,96.424,97.393,,,,,,,,,,,,,,,,,,,,
226,AH6,GTYE4_CHANNEL_X1Y31,MGTYTXN3_226,84.886,85.739,,,,,,,,,,,,,,,,,,,,
226,AH7,GTYE4_CHANNEL_X1Y31,MGTYTXP3_226,84.885,85.738,,,,,,,,,,,,,,,,,,,,
226,BD2,,MGTRREF_RS,221.148,223.370,,,,,,,,,,,,,,,,,,,,
226,BD3,,MGTAVTTRCAL_RS,219.304,221.508,,,,,,,,,,,,,,,,,,,,
227,AC8,GTYE4_COMMON_X1Y8,MGTREFCLK0N_227,59.518,60.117,,,,,,,,,,,,,,,,,,,,
227,AC9,GTYE4_COMMON_X1Y8,MGTREFCLK0P_227,59.425,60.023,,,,,,,,,,,,,,,,,,,,
227,AD1,GTYE4_CHANNEL_X1Y32,MGTYRXN0_227,109.131,110.228,,,,,,,,,,,,,,,,,,,,
227,AD2,GTYE4_CHANNEL_X1Y32,MGTYRXP0_227,109.124,110.221,,,,,,,,,,,,,,,,,,,,
227,AF6,GTYE4_CHANNEL_X1Y32,MGTYTXN0_227,73.454,74.192,,,,,,,,,,,,,,,,,,,,
227,AF7,GTYE4_CHANNEL_X1Y32,MGTYTXP0_227,73.545,74.284,,,,,,,,,,,,,,,,,,,,
227,AA8,GTYE4_COMMON_X1Y8,MGTREFCLK1N_227,57.589,58.168,,,,,,,,,,,,,,,,,,,,
227,AA9,GTYE4_COMMON_X1Y8,MGTREFCLK1P_227,57.494,58.072,,,,,,,,,,,,,,,,,,,,
227,AC3,GTYE4_CHANNEL_X1Y33,MGTYRXN1_227,93.696,94.638,,,,,,,,,,,,,,,,,,,,
227,AC4,GTYE4_CHANNEL_X1Y33,MGTYRXP1_227,93.792,94.735,,,,,,,,,,,,,,,,,,,,
227,AD6,GTYE4_CHANNEL_X1Y33,MGTYTXN1_227,68.285,68.971,,,,,,,,,,,,,,,,,,,,
227,AD7,GTYE4_CHANNEL_X1Y33,MGTYTXP1_227,68.285,68.971,,,,,,,,,,,,,,,,,,,,
227,AB1,GTYE4_CHANNEL_X1Y34,MGTYRXN2_227,106.815,107.888,,,,,,,,,,,,,,,,,,,,
227,AB2,GTYE4_CHANNEL_X1Y34,MGTYRXP2_227,106.808,107.882,,,,,,,,,,,,,,,,,,,,
227,AB6,GTYE4_CHANNEL_X1Y34,MGTYTXN2_227,63.287,63.923,,,,,,,,,,,,,,,,,,,,
227,AB7,GTYE4_CHANNEL_X1Y34,MGTYTXP2_227,63.378,64.015,,,,,,,,,,,,,,,,,,,,
227,AA3,GTYE4_CHANNEL_X1Y35,MGTYRXN3_227,92.301,93.228,,,,,,,,,,,,,,,,,,,,
227,AA4,GTYE4_CHANNEL_X1Y35,MGTYRXP3_227,92.396,93.325,,,,,,,,,,,,,,,,,,,,
227,Y6,GTYE4_CHANNEL_X1Y35,MGTYTXN3_227,65.278,65.934,,,,,,,,,,,,,,,,,,,,
227,Y7,GTYE4_CHANNEL_X1Y35,MGTYTXP3_227,65.277,65.934,,,,,,,,,,,,,,,,,,,,
231,W8,GTYE4_COMMON_X1Y12,MGTREFCLK0N_231,94.054,94.999,,,,,,,,,,,,,,,,,,,,
231,W9,GTYE4_COMMON_X1Y12,MGTREFCLK0P_231,93.960,94.905,,,,,,,,,,,,,,,,,,,,
231,Y1,GTYE4_CHANNEL_X1Y48,MGTYRXN0_231,128.803,130.098,,,,,,,,,,,,,,,,,,,,
231,Y2,GTYE4_CHANNEL_X1Y48,MGTYRXP0_231,128.796,130.090,,,,,,,,,,,,,,,,,,,,
231,V6,GTYE4_CHANNEL_X1Y48,MGTYTXN0_231,85.563,86.423,,,,,,,,,,,,,,,,,,,,
231,V7,GTYE4_CHANNEL_X1Y48,MGTYTXP0_231,85.562,86.422,,,,,,,,,,,,,,,,,,,,
231,U8,GTYE4_COMMON_X1Y12,MGTREFCLK1N_231,86.056,86.921,,,,,,,,,,,,,,,,,,,,
231,U9,GTYE4_COMMON_X1Y12,MGTREFCLK1P_231,85.964,86.828,,,,,,,,,,,,,,,,,,,,
231,W3,GTYE4_CHANNEL_X1Y49,MGTYRXN1_231,113.345,114.484,,,,,,,,,,,,,,,,,,,,
231,W4,GTYE4_CHANNEL_X1Y49,MGTYRXP1_231,113.442,114.582,,,,,,,,,,,,,,,,,,,,
231,T6,GTYE4_CHANNEL_X1Y49,MGTYTXN1_231,77.881,78.664,,,,,,,,,,,,,,,,,,,,
231,T7,GTYE4_CHANNEL_X1Y49,MGTYTXP1_231,77.973,78.756,,,,,,,,,,,,,,,,,,,,
231,V1,GTYE4_CHANNEL_X1Y50,MGTYRXN2_231,127.657,128.940,,,,,,,,,,,,,,,,,,,,
231,V2,GTYE4_CHANNEL_X1Y50,MGTYRXP2_231,127.650,128.933,,,,,,,,,,,,,,,,,,,,
231,P6,GTYE4_CHANNEL_X1Y50,MGTYTXN2_231,70.154,70.859,,,,,,,,,,,,,,,,,,,,
231,P7,GTYE4_CHANNEL_X1Y50,MGTYTXP2_231,70.153,70.858,,,,,,,,,,,,,,,,,,,,
231,U3,GTYE4_CHANNEL_X1Y51,MGTYRXN3_231,110.552,111.663,,,,,,,,,,,,,,,,,,,,
231,U4,GTYE4_CHANNEL_X1Y51,MGTYRXP3_231,110.648,111.760,,,,,,,,,,,,,,,,,,,,
231,M6,GTYE4_CHANNEL_X1Y51,MGTYTXN3_231,66.114,66.778,,,,,,,,,,,,,,,,,,,,
231,M7,GTYE4_CHANNEL_X1Y51,MGTYTXP3_231,66.205,66.870,,,,,,,,,,,,,,,,,,,,
231,A4,,MGTRREF_RN,152.873,154.409,,,,,,,,,,,,,,,,,,,,
231,A5,,MGTAVTTRCAL_RN,151.448,152.970,,,,,,,,,,,,,,,,,,,,
232,R8,GTYE4_COMMON_X1Y13,MGTREFCLK0N_232,75.398,76.155,,,,,,,,,,,,,,,,,,,,
232,R9,GTYE4_COMMON_X1Y13,MGTREFCLK0P_232,75.305,76.062,,,,,,,,,,,,,,,,,,,,
232,T1,GTYE4_CHANNEL_X1Y52,MGTYRXN0_232,123.814,125.058,,,,,,,,,,,,,,,,,,,,
232,T2,GTYE4_CHANNEL_X1Y52,MGTYRXP0_232,123.806,125.050,,,,,,,,,,,,,,,,,,,,
232,L4,GTYE4_CHANNEL_X1Y52,MGTYTXN0_232,78.243,79.029,,,,,,,,,,,,,,,,,,,,
232,L5,GTYE4_CHANNEL_X1Y52,MGTYTXP0_232,78.242,79.028,,,,,,,,,,,,,,,,,,,,
232,N8,GTYE4_COMMON_X1Y13,MGTREFCLK1N_232,69.592,70.291,,,,,,,,,,,,,,,,,,,,
232,N9,GTYE4_COMMON_X1Y13,MGTREFCLK1P_232,69.499,70.198,,,,,,,,,,,,,,,,,,,,
232,R3,GTYE4_CHANNEL_X1Y53,MGTYRXN1_232,106.054,107.119,,,,,,,,,,,,,,,,,,,,
232,R4,GTYE4_CHANNEL_X1Y53,MGTYRXP1_232,106.150,107.217,,,,,,,,,,,,,,,,,,,,
232,K6,GTYE4_CHANNEL_X1Y53,MGTYTXN1_232,63.909,64.551,,,,,,,,,,,,,,,,,,,,
232,K7,GTYE4_CHANNEL_X1Y53,MGTYTXP1_232,63.999,64.643,,,,,,,,,,,,,,,,,,,,
232,P1,GTYE4_CHANNEL_X1Y54,MGTYRXN2_232,118.750,119.944,,,,,,,,,,,,,,,,,,,,
232,P2,GTYE4_CHANNEL_X1Y54,MGTYRXP2_232,118.743,119.937,,,,,,,,,,,,,,,,,,,,
232,J4,GTYE4_CHANNEL_X1Y54,MGTYTXN2_232,77.797,78.578,,,,,,,,,,,,,,,,,,,,
232,J5,GTYE4_CHANNEL_X1Y54,MGTYTXP2_232,77.755,78.537,,,,,,,,,,,,,,,,,,,,
232,M1,GTYE4_CHANNEL_X1Y55,MGTYRXN3_232,113.371,114.511,,,,,,,,,,,,,,,,,,,,
232,M2,GTYE4_CHANNEL_X1Y55,MGTYRXP3_232,113.467,114.608,,,,,,,,,,,,,,,,,,,,
232,H6,GTYE4_CHANNEL_X1Y55,MGTYTXN3_232,63.454,64.092,,,,,,,,,,,,,,,,,,,,
232,H7,GTYE4_CHANNEL_X1Y55,MGTYTXP3_232,63.545,64.184,,,,,,,,,,,,,,,,,,,,
233,L8,GTYE4_COMMON_X1Y14,MGTREFCLK0N_233,67.141,67.815,,,,,,,,,,,,,,,,,,,,
233,L9,GTYE4_COMMON_X1Y14,MGTREFCLK0P_233,67.048,67.721,,,,,,,,,,,,,,,,,,,,
233,K1,GTYE4_CHANNEL_X1Y56,MGTYRXN0_233,111.027,112.143,,,,,,,,,,,,,,,,,,,,
233,K2,GTYE4_CHANNEL_X1Y56,MGTYRXP0_233,111.019,112.135,,,,,,,,,,,,,,,,,,,,
233,G4,GTYE4_CHANNEL_X1Y56,MGTYTXN0_233,80.427,81.236,,,,,,,,,,,,,,,,,,,,
233,G5,GTYE4_CHANNEL_X1Y56,MGTYTXP0_233,80.427,81.236,,,,,,,,,,,,,,,,,,,,
233,J8,GTYE4_COMMON_X1Y14,MGTREFCLK1N_233,62.337,62.964,,,,,,,,,,,,,,,,,,,,
233,J9,GTYE4_COMMON_X1Y14,MGTREFCLK1P_233,62.245,62.870,,,,,,,,,,,,,,,,,,,,
233,H1,GTYE4_CHANNEL_X1Y57,MGTYRXN1_233,109.943,111.048,,,,,,,,,,,,,,,,,,,,
233,H2,GTYE4_CHANNEL_X1Y57,MGTYRXP1_233,110.039,111.145,,,,,,,,,,,,,,,,,,,,
233,F6,GTYE4_CHANNEL_X1Y57,MGTYTXN1_233,66.098,66.762,,,,,,,,,,,,,,,,,,,,
233,F7,GTYE4_CHANNEL_X1Y57,MGTYTXP1_233,66.189,66.854,,,,,,,,,,,,,,,,,,,,
233,F1,GTYE4_CHANNEL_X1Y58,MGTYRXN2_233,109.687,110.789,,,,,,,,,,,,,,,,,,,,
233,F2,GTYE4_CHANNEL_X1Y58,MGTYRXP2_233,109.680,110.783,,,,,,,,,,,,,,,,,,,,
233,E4,GTYE4_CHANNEL_X1Y58,MGTYTXN2_233,83.690,84.531,,,,,,,,,,,,,,,,,,,,
233,E5,GTYE4_CHANNEL_X1Y58,MGTYTXP2_233,83.632,84.472,,,,,,,,,,,,,,,,,,,,
233,D1,GTYE4_CHANNEL_X1Y59,MGTYRXN3_233,113.358,114.497,,,,,,,,,,,,,,,,,,,,
233,D2,GTYE4_CHANNEL_X1Y59,MGTYRXP3_233,113.360,114.499,,,,,,,,,,,,,,,,,,,,
233,C4,GTYE4_CHANNEL_X1Y59,MGTYTXN3_233,85.039,85.894,,,,,,,,,,,,,,,,,,,,
233,C5,GTYE4_CHANNEL_X1Y59,MGTYTXP3_233,85.154,86.009,,,,,,,,,,,,,,,,,,,,
,AD17,SYSMONE4_X0Y1,VN,61.230,61.845,,,,,,,,,,,,,,,,,,,,
,AC18,SYSMONE4_X0Y1,VP,62.857,63.488,,,,,,,,,,,,,,,,,,,,
,A12,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,A22,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,A3,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,A32,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,A41,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,A42,,MGTAVTT_LN,,,,,,,,,,,,,,,,,,,,,,
,A43,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,A44,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,A6,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AA1,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AA10,,MGTAVCC_RN,,,,,,,,,,,,,,,,,,,,,,
,AA11,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AA15,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,AA16,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AA17,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,AA18,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AA19,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,AA2,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AA20,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AA21,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,AA22,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AA23,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,AA24,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AA25,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,AA26,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AA27,,VCCINT_IO,,,,,,,,,,,,,,,,,,,,,,
,AA28,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AA29,,VCCAUX_IO,,,,,,,,,,,,,,,,,,,,,,
,AA30,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AA31,,VCCAUX_IO,,,,,,,,,,,,,,,,,,,,,,
,AA32,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AA33,,VCCAUX,,,,,,,,,,,,,,,,,,,,VCCAUX,1.80,
,AA34,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AA35,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AA36,,MGTAVCC_LN,,,,,,,,,,,,,,,,,,,,,,
,AA37,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AA38,,MGTVCCAUX_LN,,,,,,,,,,,,,,,,,,,,,,
,AA39,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AA42,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AA43,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AA44,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AA5,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AA6,,MGTAVTT_RS,,,,,,,,,,,,,,,,,,,,,,
,AA7,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AB10,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AB14,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,AB15,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AB16,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,AB17,,GNDADC,,,,,,,,,,,,,,,,,,,,,,
,AB18,,VCCADC,,,,,,,,,,,,,,,,,,,,,,
,AB19,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AB20,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,AB21,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AB22,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,AB23,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AB24,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,AB25,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AB26,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,AB27,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AB28,,VCCAUX_IO,,,,,,,,,,,,,,,,,,,,,,
,AB29,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AB3,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AB30,,VCCAUX_IO,,,,,,,,,,,,,,,,,,,,,,
,AB31,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AB32,,VCCAUX,,,,,,,,,,,,,,,,,,,,VCCAUX,1.80,
,AB33,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AB34,,VCCAUX,,,,,,,,,,,,,,,,,,,,VCCAUX,1.80,
,AB35,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AB36,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AB37,,MGTAVCC_LN,,,,,,,,,,,,,,,,,,,,,,
,AB4,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AB40,,MGTAVTT_LN,,,,,,,,,,,,,,,,,,,,,,
,AB41,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AB42,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AB45,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AB46,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AB5,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AB8,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AB9,,MGTAVCC_RN,,,,,,,,,,,,,,,,,,,,,,
,AC1,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AC10,,MGTAVCC_RN,,,,,,,,,,,,,,,,,,,,,,
,AC11,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AC13,,VCCBRAM,,,,,,,,,,,,,,,,,,,,,,
,AC14,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AC15,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,AC16,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AC19,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,AC2,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AC20,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AC21,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,AC22,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
